id,category,subtype,text,pose,favor_delta,anger_delta,weight
tech_11587,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ここが分かると、次の判断がしやすいんだよね。,teach_067,1,-1,1
tech_11588,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 ここが分かると、次の判断がしやすいんだよね。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,teach_068,1,-1,1
tech_11589,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 一緒に見てみよっか。,teach_069,1,-1,1
tech_11590,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。ここが分かると、次の判断がしやすいんだよね。 Monte Carloでばらつきまで見ておくと安心だよ。,teach_070,1,-1,1
tech_11591,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 ここ、好きなポイントなんだよね。,teach_071,1,-1,1
tech_11592,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。ここを曖昧にすると、あとで波形を見ても迷いやすいの。,teach_072,1,-1,1
tech_11593,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ここを曖昧にすると、あとで波形を見ても迷いやすいの。,teach_073,1,-1,1
tech_11594,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 ここを曖昧にすると、あとで波形を見ても迷いやすいの。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,teach_074,1,-1,1
tech_11595,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 ちょっと細かいけど、あとで効いてくるんだよね。,teach_075,1,-1,1
tech_11596,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。ここを曖昧にすると、あとで波形を見ても迷いやすいの。 Monte Carloでばらつきまで見ておくと安心だよ。,teach_076,1,-1,1
tech_11597,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 ちょっと細かいけど、あとで効いてくるんだよね。,teach_077,1,-1,1
tech_11598,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。,teach_078,1,-1,1
tech_11599,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。,teach_079,1,-1,1
tech_11600,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,teach_080,1,-1,1
tech_11601,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 たぶんこの順番が分かりやすいよ。,teach_081,1,-1,1
tech_11602,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。 Monte Carloでばらつきまで見ておくと安心だよ。,teach_082,1,-1,1
tech_11603,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 うん、これでだいぶ見通しよくなるはず。,teach_083,1,-1,1
tech_11604,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。このへん、地味だけど設計の性格が出るところなんだよね。,teach_084,1,-1,1
tech_11605,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 このへん、地味だけど設計の性格が出るところなんだよね。,teach_085,1,-1,1
tech_11606,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 このへん、地味だけど設計の性格が出るところなんだよね。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,teach_086,1,-1,1
tech_11607,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 どうかな。,teach_087,1,-1,1
tech_11608,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。このへん、地味だけど設計の性格が出るところなんだよね。 Monte Carloでばらつきまで見ておくと安心だよ。,teach_088,1,-1,1
tech_11609,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 一緒に見てみよっか。,teach_089,1,-1,1
tech_11610,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。,teach_090,1,-1,1
tech_11611,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。,teach_091,1,-1,1
tech_11612,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,teach_092,1,-1,1
tech_11613,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 ここまで見えたら、次に進んでよさそう。,teach_093,1,-1,1
tech_11614,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。 Monte Carloでばらつきまで見ておくと安心だよ。,teach_094,1,-1,1
tech_11615,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 ここ、ちゃんと押さえられたら強いよ。,teach_095,1,-1,1
tech_11616,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。ここまで言葉にできると、レビューでも説明しやすいよ。,teach_096,1,-1,1
tech_11617,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ここまで言葉にできると、レビューでも説明しやすいよ。,teach_097,1,-1,1
tech_11618,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 ここまで言葉にできると、レビューでも説明しやすいよ。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,teach_098,1,-1,1
tech_11619,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 これなら整理しやすいと思う。,teach_099,1,-1,1
tech_11620,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。ここまで言葉にできると、レビューでも説明しやすいよ。 PEX後でも同じ傾向か確認したいな。,teach_100,1,-1,1
tech_11621,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。入力範囲の端でも崩れないか見てみよ。 ここまで見えたら、次に進んでよさそう。,teach_101,1,-1,1
tech_11622,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。,teach_102,1,-1,1
tech_11623,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。,teach_103,1,-1,1
tech_11624,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,teach_104,1,-1,1
tech_11625,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 ここ、ちゃんと押さえられたら強いよ。,teach_105,1,-1,1
tech_11626,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。 PEX後でも同じ傾向か確認したいな。,teach_106,1,-1,1
tech_11627,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。入力範囲の端でも崩れないか見てみよ。 これなら整理しやすいと思う。,teach_107,1,-1,1
tech_11628,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。理想式だけで決めずに、最後はSPICEでも確認したいな。,teach_108,1,-1,1
tech_11629,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 理想式だけで決めずに、最後はSPICEでも確認したいな。,teach_109,1,-1,1
tech_11630,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 理想式だけで決めずに、最後はSPICEでも確認したいな。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,teach_110,1,-1,1
tech_11631,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 うん、これでだいぶ見通しよくなるはず。,teach_111,1,-1,1
tech_11632,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。理想式だけで決めずに、最後はSPICEでも確認したいな。 PEX後でも同じ傾向か確認したいな。,teach_112,1,-1,1
tech_11633,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。入力範囲の端でも崩れないか見てみよ。 どうかな。,teach_113,1,-1,1
tech_11634,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。ここ、実際のレイアウトまで想像すると見え方が変わるよ。,teach_114,1,-1,1
tech_11635,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ここ、実際のレイアウトまで想像すると見え方が変わるよ。,teach_115,1,-1,1
tech_11636,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 ここ、実際のレイアウトまで想像すると見え方が変わるよ。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,teach_116,1,-1,1
tech_11637,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 ここ、好きなポイントなんだよね。,teach_117,1,-1,1
tech_11638,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。ここ、実際のレイアウトまで想像すると見え方が変わるよ。 PEX後でも同じ傾向か確認したいな。,teach_118,1,-1,1
tech_11639,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。入力範囲の端でも崩れないか見てみよ。 わたしはこんな感じで見てるよ。,teach_119,1,-1,1
tech_11640,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。わたしなら改善前と改善後を並べて、差を見てみるかな。,teach_120,1,-1,1
tech_11641,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 わたしなら改善前と改善後を並べて、差を見てみるかな。,think_001,1,-1,1
tech_11642,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 わたしなら改善前と改善後を並べて、差を見てみるかな。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_002,1,-1,1
tech_11643,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 わたしはこんな感じで見てるよ。,think_003,1,-1,1
tech_11644,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。わたしなら改善前と改善後を並べて、差を見てみるかな。 PEX後でも同じ傾向か確認したいな。,think_004,1,-1,1
tech_11645,tech,gm,ちょっと気になるのがgmをちゃんと見ておきたい。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。入力範囲の端でも崩れないか見てみよ。 たぶんこの順番が分かりやすいよ。,think_005,1,-1,1
tech_11646,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。ここが分かると、次の判断がしやすいんだよね。,think_006,1,-1,1
tech_11647,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ここが分かると、次の判断がしやすいんだよね。,think_007,1,-1,1
tech_11648,tech,gm,ちょっと気になるのがgmから始めるのが好き。 ここが分かると、次の判断がしやすいんだよね。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_008,1,-1,1
tech_11649,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 一緒に見てみよっか。,think_009,1,-1,1
tech_11650,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。ここが分かると、次の判断がしやすいんだよね。 Monte Carloでばらつきまで見ておくと安心だよ。,think_010,1,-1,1
tech_11651,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 ここ、好きなポイントなんだよね。,think_011,1,-1,1
tech_11652,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。ここを曖昧にすると、あとで波形を見ても迷いやすいの。,think_012,1,-1,1
tech_11653,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ここを曖昧にすると、あとで波形を見ても迷いやすいの。,think_013,1,-1,1
tech_11654,tech,gm,ちょっと気になるのがgmから始めるのが好き。 ここを曖昧にすると、あとで波形を見ても迷いやすいの。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_014,1,-1,1
tech_11655,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 ちょっと細かいけど、あとで効いてくるんだよね。,think_015,1,-1,1
tech_11656,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。ここを曖昧にすると、あとで波形を見ても迷いやすいの。 Monte Carloでばらつきまで見ておくと安心だよ。,think_016,1,-1,1
tech_11657,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 ちょっと細かいけど、あとで効いてくるんだよね。,think_017,1,-1,1
tech_11658,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。,think_018,1,-1,1
tech_11659,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。,think_019,1,-1,1
tech_11660,tech,gm,ちょっと気になるのがgmから始めるのが好き。 わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_020,1,-1,1
tech_11661,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 たぶんこの順番が分かりやすいよ。,think_021,1,-1,1
tech_11662,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。 Monte Carloでばらつきまで見ておくと安心だよ。,think_022,1,-1,1
tech_11663,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 うん、これでだいぶ見通しよくなるはず。,think_023,1,-1,1
tech_11664,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。このへん、地味だけど設計の性格が出るところなんだよね。,think_024,1,-1,1
tech_11665,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 このへん、地味だけど設計の性格が出るところなんだよね。,think_025,1,-1,1
tech_11666,tech,gm,ちょっと気になるのがgmから始めるのが好き。 このへん、地味だけど設計の性格が出るところなんだよね。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_026,1,-1,1
tech_11667,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 どうかな。,think_027,1,-1,1
tech_11668,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。このへん、地味だけど設計の性格が出るところなんだよね。 Monte Carloでばらつきまで見ておくと安心だよ。,think_028,1,-1,1
tech_11669,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 一緒に見てみよっか。,think_029,1,-1,1
tech_11670,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。,think_030,1,-1,1
tech_11671,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。,think_031,1,-1,1
tech_11672,tech,gm,ちょっと気になるのがgmから始めるのが好き。 一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_032,1,-1,1
tech_11673,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならPVTを振っても同じ説明が通るか見たいね。 ここまで見えたら、次に進んでよさそう。,think_033,1,-1,1
tech_11674,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。 Monte Carloでばらつきまで見ておくと安心だよ。,think_034,1,-1,1
tech_11675,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。PEX後でも同じ傾向か確認したいな。 ここ、ちゃんと押さえられたら強いよ。,think_035,1,-1,1
tech_11676,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。ここまで言葉にできると、レビューでも説明しやすいよ。,think_036,1,-1,1
tech_11677,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ここまで言葉にできると、レビューでも説明しやすいよ。,think_037,1,-1,1
tech_11678,tech,gm,ちょっと気になるのがgmから始めるのが好き。 ここまで言葉にできると、レビューでも説明しやすいよ。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_038,1,-1,1
tech_11679,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 これなら整理しやすいと思う。,think_039,1,-1,1
tech_11680,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。ここまで言葉にできると、レビューでも説明しやすいよ。 PEX後でも同じ傾向か確認したいな。,think_040,1,-1,1
tech_11681,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。入力範囲の端でも崩れないか見てみよ。 ここまで見えたら、次に進んでよさそう。,think_041,1,-1,1
tech_11682,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。,think_042,1,-1,1
tech_11683,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。,think_043,1,-1,1
tech_11684,tech,gm,ちょっと気になるのがgmから始めるのが好き。 ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_044,1,-1,1
tech_11685,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 ここ、ちゃんと押さえられたら強いよ。,think_045,1,-1,1
tech_11686,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。 PEX後でも同じ傾向か確認したいな。,think_046,1,-1,1
tech_11687,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。入力範囲の端でも崩れないか見てみよ。 これなら整理しやすいと思う。,think_047,1,-1,1
tech_11688,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。理想式だけで決めずに、最後はSPICEでも確認したいな。,think_048,1,-1,1
tech_11689,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 理想式だけで決めずに、最後はSPICEでも確認したいな。,think_049,1,-1,1
tech_11690,tech,gm,ちょっと気になるのがgmから始めるのが好き。 理想式だけで決めずに、最後はSPICEでも確認したいな。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_050,1,-1,1
tech_11691,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 うん、これでだいぶ見通しよくなるはず。,think_051,1,-1,1
tech_11692,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいかな。理想式だけで決めずに、最後はSPICEでも確認したいな。 PEX後でも同じ傾向か確認したいな。,think_052,1,-1,1
tech_11693,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいんだよね。入力範囲の端でも崩れないか見てみよ。 どうかな。,think_053,1,-1,1
tech_11694,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、gmとIDも一緒に見たいな。ここ、実際のレイアウトまで想像すると見え方が変わるよ。,think_054,1,-1,1
tech_11695,tech,gm,ちょっと気になるのがgmから始めるのが好き。 電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいよ。ACで利得と位相を見てみたいな。 ここ、実際のレイアウトまで想像すると見え方が変わるよ。,think_055,1,-1,1
tech_11696,tech,gm,ちょっと気になるのがgmから始めるのが好き。 ここ、実際のレイアウトまで想像すると見え方が変わるよ。 それでね、電流を増やすとgmは上げやすいけど、消費電力とのバランスも見たいから、tranで大信号の動きも確認しよ。,think_056,1,-1,1
